from_id,relation,to_id,source_title,source_locator,excerpt,tradition,confidence,notes
nakshatra:krittika,nakshatra_sacred_plant,,sushruta_samhita_en,,"ummer 
and of autumn should be breathed (as it is attended 
with beneficial results to the health). A seeker 
after health and a long life should reside in a chamber, 
not exposed to strong blasts of ",,0.70,TODO: fill plant + evidence
nakshatra:rohini,nakshatra_sacred_plant,,sushruta_samhita_en,,"categories being her modifications (Vikdra). The objects 
of intellection (Mahdn) and Egoism (Ahamkdrd) as well 
as of the sense organs of knowledge and actions arc the 
material principles (Adibhauti",,0.70,TODO: fill plant + evidence
nakshatra:mrigashira,nakshatra_sacred_plant,,charaka_samhita_en,,"lec 


Se — PE जजूूणननन्ननज् ANN 


स्वरभेदनी चिकित्सा-- 


dida AIRAA) Awd GURA AA यार 
ASÈ थोळाता भब, रास्ता AA Walt JaA 
अयोग fds? छे. २८३ 


ARAR अने gd, Yanai Asia 
aiaa, माबुरक्षीर-धुत WAAL ya ध",,0.70,TODO: fill plant + evidence
nakshatra:ardra,nakshatra_sacred_plant,,charaka_samhita_en,,"छे. ४४-४७ 


(य! प्रभाशे 2६०2६ धुत ५३ ) 


मधुकादि घृत-- 


RAHU 3२ Alar अने दक्ष ६४ Aadi अथ 


३२ mer घी wag’. Rie aa sy ad 
aa तथा साइर Hole ३२ Tat Maai. ते थी 


adala तथा रङ्तशुद्मभां समान साथवे। ",,0.70,TODO: fill plant + evidence
nakshatra:punarvasu,nakshatra_sacred_plant,,brahma_vaivarta_purana_en,,"anu; Devahtti, the wife of Kardam; Arundhati, the wite % 


CC-0. In Public Domain. Funding by IKS-MoE 


Digitized by eGangotri and Sarayu Trust. A 
94 THE BRAHMA-V AIVARTA PURANA. 


Vasistha; Aditi",,0.70,TODO: fill plant + evidence
nakshatra:pushya,nakshatra_sacred_plant,,brahma_vaivarta_purana_en,,"He will be born as the result of the Punyaka vow, on which 
occasion the stomach of the guests will be stuffed with food and hence ha will 
be called Lamobdara (or the god with a protuberant belly). A",,0.70,TODO: fill plant + evidence
nakshatra:ashlesha,nakshatra_sacred_plant,,sushruta_samhita_en,,"ld 
not be given to a man who does not wish to use it, nor 
to an indigent person, to an ungrateful wretch, nor to 
an enemy. 19. 

Treatment of Vyasiga, etc. i—Ldkshd, 
Rodhra., the two kinds of Hari",,0.70,TODO: fill plant + evidence
nakshatra:magha,nakshatra_sacred_plant,,sushruta_samhita_en,,"arcoal, nor to places 
commonly considered as unholy. 66. 

Men should never deride a king, nor use harsh and 
impolite words to, nor act meanly and treacheiously 
towards him. One should not speak il",,0.70,TODO: fill plant + evidence
nakshatra:purva phalguni,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",,0.70,TODO: fill plant + evidence
nakshatra:uttara phalguni,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",,0.70,TODO: fill plant + evidence
nakshatra:hasta,nakshatra_sacred_plant,,markandeya_purana_en,,"want the task of 

destruction. This is my request.” 102 


aarenud wre fafa: get tcafacata I oR ll 
aMamisge aut dati wifeay saat wise at anisfraery 
‘Hearing that Brahma said, “Oh Yama! This is not ",,0.70,TODO: fill plant + evidence
nakshatra:chitra,nakshatra_sacred_plant,,bhagavata_purana_10,,"hyanti dānaiḥ santuṣṭyā dravyāṇy ātmātma-vidyayā 
BhP_10.05.005/1 saumaṅgalya-giro viprāḥ sūta-māgadha-vandinaḥ 
BhP_10.05.005/3 gāyakāś ca jagur nedur bheryo dundubhayo muhuḥ 
BhP_10.05.006/1 vrajaḥ ",,0.70,TODO: fill plant + evidence
nakshatra:swati,nakshatra_sacred_plant,,sushruta_samhita_en,,"atna. 

November, igii. ^ 




INTRODUCTION. 


->—OOC>- 


Ayurveda is not 
an Encyclopsedia 
of ancient medical 
■works, but a Trea- 
tise on Biology. 


In the introduction of the first volume of o",,0.70,TODO: fill plant + evidence
nakshatra:vishakha,nakshatra_sacred_plant,,devi_bhagavata_en,,"who became the father of Kama. 


94 


Bhagavata Purana 


The sons of Vasu are known as the Vasus - Drona, Prana, Dhruva, Arka, 
Agni, Dosa, Vastu and Vibhavasu. Abhimati, the wife of the Vasu Drona",,0.70,TODO: fill plant + evidence
nakshatra:anuradha,nakshatra_sacred_plant,,sushruta_samhita_en,,"smell ; the fire is that of the speech ; Indra is that of 
the hands ; Vishnu is that of the legs ; Mitra is that of 
the anus and Prajapati is that of the organs of 
generations. 7. 

* Mah.in, Ahamk",,0.70,TODO: fill plant + evidence
nakshatra:jyeshtha,nakshatra_sacred_plant,,sushruta_samhita_en,,"Sneha-Lavana is recommended by experts 
in VAta-roga. 25. 

The Kalyanaka-Lavana The follow- 
ing drugs with their roots, leaves and twigs, viz., 
Gandira, Paldsa, Kntaja, Vilva, Arka, Snuhi, Apd- 
in",,0.70,TODO: fill plant + evidence
nakshatra:mula,nakshatra_sacred_plant,,devi_bhagavata_en,,"grief and started to openly insult the great warrior. 


Arjuna used a special mantra to immediately attain Samyamani, the abode of 
Yamaraja, but he could not find the child. It was not even in the a",,0.70,TODO: fill plant + evidence
nakshatra:purva ashadha,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"128 
Prajapati or Brahma, especially in older scriptures (we can find this connection in the Vedas, Nakshatra suktam, more specifically).  Mula nakshatra, being a galactic center and a black hole, als",,0.70,TODO: fill plant + evidence
nakshatra:uttara ashadha,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"106 
them often being quite cold. Usually, when Tritiya tithi falls on any of those three nakshatras, it is ashubha yoga (“inauspicious combination”). Whenever Tritiya tithi falls on Wednesday, it is ",,0.70,TODO: fill plant + evidence
nakshatra:shravana,nakshatra_sacred_plant,,devi_bhagavata_en,,"al 
world is created and preserved, and who controls it. 


Brahma replied that his work of creation is subordinate and subsequent to 
the primary creation, that directly emanates from Vishnu in the f",,0.70,TODO: fill plant + evidence
nakshatra:dhanishta,nakshatra_sacred_plant,,brahma_vaivarta_purana_en,,"ha 
and Goloka, Lord Krisna is the Supreme Being Himself. 

14-21. AtGokula and inthe Goloka he is vested with two hands holding a 
flute and is the consort of Radha; whereas in the Vaikuntha he is ve",,0.70,TODO: fill plant + evidence
nakshatra:shatabhisha,nakshatra_sacred_plant,,brahma_vaivarta_purana_en,,"s and stood up outside the cave of a mountain. There Indra 
requested Kuvera, Kuvera requested Varuna, Varuna requested the Wind, the 
god of Wind requested Yama, Yama requested Varuna, the god of Fir",,0.70,TODO: fill plant + evidence
nakshatra:purva bhadrapada,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",,0.70,TODO: fill plant + evidence
nakshatra:uttara bhadrapada,nakshatra_sacred_plant,,source:a80ecfcbf09c,,"56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",,0.70,TODO: fill plant + evidence
nakshatra:revati,nakshatra_sacred_plant,,devi_bhagavata_en,,"na and Mitra, the ninth and 


103 


Parama Karuna Devi 


tenth of Aditi's sons, because they were born from the sperm of Mitra and 


Varuna, ejaculated at the sight of the Apsara Urvasi and preser",,0.70,TODO: fill plant + evidence
ritual:fast,ritual_prescribed_on,tithi:ekadashi,source:a80ecfcbf09c,"page 238, lines 966-968","22 
Lunar day Tithi (Vedic name) Kala Svara First Pratipad  daya (compassion) a अ Second Dvitiya  dhairya (patience) ā आ Third Tritiya  pusha (nourishment) i इ Fourth Caturti tushti (contentment) ī ई ",unknown,0.70,AUTO-SEED: Journey-with-the-Moon dossier
ritual:fast,ritual_prescribed_on,tithi:dvadashi,source:a80ecfcbf09c,"page 257, lines 1043-1045","22 
Lunar day Tithi (Vedic name) Kala Svara First Pratipad  daya (compassion) a अ Second Dvitiya  dhairya (patience) ā आ Third Tritiya  pusha (nourishment) i इ Fourth Caturti tushti (contentment) ī ई ",unknown,0.70,AUTO-SEED: Journey-with-the-Moon dossier
ritual:fast,ritual_prescribed_on,tithi:trayodashi,source:a80ecfcbf09c,"page 272, lines 1104-1106","22 
Lunar day Tithi (Vedic name) Kala Svara First Pratipad  daya (compassion) a अ Second Dvitiya  dhairya (patience) ā आ Third Tritiya  pusha (nourishment) i इ Fourth Caturti tushti (contentment) ī ई ",unknown,0.70,AUTO-SEED: Journey-with-the-Moon dossier
ritual:fast,ritual_prescribed_on,tithi:navami,source:a80ecfcbf09c,"page 1, lines 26-49","22 
Lunar day Tithi (Vedic name) Kala Svara First Pratipad  daya (compassion) a अ Second Dvitiya  dhairya (patience) ā आ Third Tritiya  pusha (nourishment) i इ Fourth Caturti tushti (contentment) ī ई ",unknown,0.70,AUTO-SEED: Journey-with-the-Moon dossier
nakshatra:mrigashira,nakshatra_associated_deity,deity:vishnu,charaka_samhita_en,"page 291, lines 7101-7125","lec 


Se — PE जजूूणननन्ननज् ANN 


स्वरभेदनी चिकित्सा-- 


dida AIRAA) Awd GURA AA यार 
ASÈ थोळाता भब, रास्ता AA Walt JaA 
अयोग fds? छे. २८३ 


ARAR अने gd, Yanai Asia 
aiaa, माबुरक्षीर-धुत WAAL ya ध",unknown,0.70,AUTO_EXPORT rid=1798
nakshatra:vishakha,nakshatra_associated_deity,deity:vishnu,devi_bhagavata_en,"page 245, lines 5971-5995","who became the father of Kama. 


94 


Bhagavata Purana 


The sons of Vasu are known as the Vasus - Drona, Prana, Dhruva, Arka, 
Agni, Dosa, Vastu and Vibhavasu. Abhimati, the wife of the Vasu Drona",unknown,0.70,AUTO_EXPORT rid=1792
nakshatra:chitra,nakshatra_associated_deity,deity:vishnu,bhagavata_purana_10,"page 245, lines 5971-5995","hyanti dānaiḥ santuṣṭyā dravyāṇy ātmātma-vidyayā 
BhP_10.05.005/1 saumaṅgalya-giro viprāḥ sūta-māgadha-vandinaḥ 
BhP_10.05.005/3 gāyakāś ca jagur nedur bheryo dundubhayo muhuḥ 
BhP_10.05.006/1 vrajaḥ ",unknown,0.70,AUTO_EXPORT rid=1791
nakshatra:vishakha,nakshatra_associated_deity,deity:indra,devi_bhagavata_en,"page 244, lines 5945-5969","who became the father of Kama. 


94 


Bhagavata Purana 


The sons of Vasu are known as the Vasus - Drona, Prana, Dhruva, Arka, 
Agni, Dosa, Vastu and Vibhavasu. Abhimati, the wife of the Vasu Drona",unknown,0.70,AUTO_EXPORT rid=1790
nakshatra:chitra,nakshatra_associated_deity,deity:brahma,bhagavata_purana_10,"page 217, lines 5320-5343","hyanti dānaiḥ santuṣṭyā dravyāṇy ātmātma-vidyayā 
BhP_10.05.005/1 saumaṅgalya-giro viprāḥ sūta-māgadha-vandinaḥ 
BhP_10.05.005/3 gāyakāś ca jagur nedur bheryo dundubhayo muhuḥ 
BhP_10.05.006/1 vrajaḥ ",unknown,0.70,AUTO_EXPORT rid=1785
nakshatra:hasta,nakshatra_associated_deity,deity:vishnu,markandeya_purana_en,"page 205, lines 5028-5049","want the task of 

destruction. This is my request.” 102 


aarenud wre fafa: get tcafacata I oR ll 
aMamisge aut dati wifeay saat wise at anisfraery 
‘Hearing that Brahma said, “Oh Yama! This is not ",unknown,0.70,AUTO_EXPORT rid=1782
nakshatra:magha,nakshatra_associated_deity,deity:vishnu,sushruta_samhita_en,"page 160, lines 3947-3971","arcoal, nor to places 
commonly considered as unholy. 66. 

Men should never deride a king, nor use harsh and 
impolite words to, nor act meanly and treacheiously 
towards him. One should not speak il",unknown,0.70,AUTO_EXPORT rid=1778
nakshatra:ashlesha,nakshatra_associated_deity,deity:vishnu,sushruta_samhita_en,"page 160, lines 3947-3971","ld 
not be given to a man who does not wish to use it, nor 
to an indigent person, to an ungrateful wretch, nor to 
an enemy. 19. 

Treatment of Vyasiga, etc. i—Ldkshd, 
Rodhra., the two kinds of Hari",unknown,0.70,AUTO_EXPORT rid=1777
nakshatra:magha,nakshatra_associated_deity,deity:brahma,sushruta_samhita_en,"page 151, lines 3716-3740","arcoal, nor to places 
commonly considered as unholy. 66. 

Men should never deride a king, nor use harsh and 
impolite words to, nor act meanly and treacheiously 
towards him. One should not speak il",unknown,0.80,AUTO_EXPORT rid=1776
nakshatra:pushya,nakshatra_associated_deity,deity:brahma,brahma_vaivarta_purana_en,"page 124, lines 3078-3102","He will be born as the result of the Punyaka vow, on which 
occasion the stomach of the guests will be stuffed with food and hence ha will 
be called Lamobdara (or the god with a protuberant belly). A",unknown,0.70,AUTO_EXPORT rid=1772
nakshatra:hasta,nakshatra_associated_deity,deity:brahma,markandeya_purana_en,"page 124, lines 3078-3102","want the task of 

destruction. This is my request.” 102 


aarenud wre fafa: get tcafacata I oR ll 
aMamisge aut dati wifeay saat wise at anisfraery 
‘Hearing that Brahma said, “Oh Yama! This is not ",unknown,0.80,AUTO_EXPORT rid=1771
nakshatra:punarvasu,nakshatra_associated_deity,deity:vishnu,brahma_vaivarta_purana_en,"page 117, lines 2922-2937","anu; Devahtti, the wife of Kardam; Arundhati, the wite % 


CC-0. In Public Domain. Funding by IKS-MoE 


Digitized by eGangotri and Sarayu Trust. A 
94 THE BRAHMA-V AIVARTA PURANA. 


Vasistha; Aditi",unknown,0.70,AUTO_EXPORT rid=1769
nakshatra:ardra,nakshatra_associated_deity,deity:vishnu,charaka_samhita_en,"page 108, lines 2688-2712","छे. ४४-४७ 


(य! प्रभाशे 2६०2६ धुत ५३ ) 


मधुकादि घृत-- 


RAHU 3२ Alar अने दक्ष ६४ Aadi अथ 


३२ mer घी wag’. Rie aa sy ad 
aa तथा साइर Hole ३२ Tat Maai. ते थी 


adala तथा रङ्तशुद्मभां समान साथवे। ",unknown,0.70,AUTO_EXPORT rid=1766
nakshatra:mrigashira,nakshatra_associated_deity,deity:shiva,charaka_samhita_en,"page 77, lines 1950-1953","lec 


Se — PE जजूूणननन्ननज् ANN 


स्वरभेदनी चिकित्सा-- 


dida AIRAA) Awd GURA AA यार 
ASÈ थोळाता भब, रास्ता AA Walt JaA 
अयोग fds? छे. २८३ 


ARAR अने gd, Yanai Asia 
aiaa, माबुरक्षीर-धुत WAAL ya ध",unknown,0.70,AUTO_EXPORT rid=1757
nakshatra:mrigashira,nakshatra_associated_deity,deity:agni,charaka_samhita_en,"page 73, lines 1818-1839","lec 


Se — PE जजूूणननन्ननज् ANN 


स्वरभेदनी चिकित्सा-- 


dida AIRAA) Awd GURA AA यार 
ASÈ थोळाता भब, रास्ता AA Walt JaA 
अयोग fds? छे. २८३ 


ARAR अने gd, Yanai Asia 
aiaa, माबुरक्षीर-धुत WAAL ya ध",unknown,0.70,AUTO_EXPORT rid=1756
nakshatra:rohini,nakshatra_associated_deity,deity:vishnu,sushruta_samhita_en,"page 70, lines 1742-1764","smell ; the fire is that of the speech ; Indra is that of 
the hands ; Vishnu is that of the legs ; Mitra is that of 
the anus and Prajapati is that of the organs of 
generations. 7. 

* Mah.in, Ahamk",unknown,0.80,AUTO_EXPORT rid=1755
nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1744
nakshatra:swati,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","72 
Pushya, Uttara Phalguni, Hasta, Mula, Uttarashadha, Shravana or Uttara Bhadrapada nakshatra, it becomes even more powerful.  Tuesdays, with Mars as their ruler, can be very supportive for the ener",unknown,0.80,AUTO_EXPORT rid=1743
nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1742
nakshatra:rohini,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1741
nakshatra:revati,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1740
nakshatra:pushya,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1739
nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1738
nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1737
nakshatra:magha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1736
nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1735
nakshatra:bharani,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1734
nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 294, lines 1192-1195","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1732
nakshatra:uttara_bhadrapada,nakshatra_associated_deity,deity:varuna,brihat_jataka_en,"page 292, lines 1184-1187","&. 22. f-lravana. 23 DhanistliA. 24. fWabhi$A. 25. Purva- 

bhadrapada. 26. UttarabhAdrapada, 27. Revatl. 

Each asterism has got four feet. 27 asterisms have 108 feet. And 
these are equally divided ",unknown,0.70,AUTO_EXPORT rid=1731
nakshatra:revati,nakshatra_associated_deity,deity:varuna,devi_bhagavata_en,"page 292, lines 1184-1187","na and Mitra, the ninth and 


103 


Parama Karuna Devi 


tenth of Aditi's sons, because they were born from the sperm of Mitra and 


Varuna, ejaculated at the sight of the Apsara Urvasi and preser",unknown,0.80,AUTO_EXPORT rid=1729
nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:varuna,brihat_jataka_en,"page 292, lines 1184-1187","r, &c. *g: Indul?, Moon. Katukavij;ap&n, bitter, such as, 

Nim trees, &c. n Oha, and, 35 ; Bhftyab, also ; moreover, 

7. When the ruler of the rising Navatnsa is the Sun,, 
solid trees (such as Sees",unknown,0.70,AUTO_EXPORT rid=1728
nakshatra:punarvasu,nakshatra_associated_deity,deity:varuna,brahma_vaivarta_purana_en,"page 292, lines 1184-1187","anu; Devahtti, the wife of Kardam; Arundhati, the wite % 


CC-0. In Public Domain. Funding by IKS-MoE 


Digitized by eGangotri and Sarayu Trust. A 
94 THE BRAHMA-V AIVARTA PURANA. 


Vasistha; Aditi",unknown,0.70,AUTO_EXPORT rid=1727
nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1725
nakshatra:mula,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1717
nakshatra:krittika,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1715
nakshatra:jyeshtha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1714
nakshatra:ashlesha,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1710
nakshatra:ardra,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 278, lines 1127-1130","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1709
nakshatra:shravana,nakshatra_associated_deity,deity:brahma,devi_bhagavata_en,"page 261, lines 1058-1061","al 
world is created and preserved, and who controls it. 


Brahma replied that his work of creation is subordinate and subsequent to 
the primary creation, that directly emanates from Vishnu in the f",unknown,0.80,AUTO_EXPORT rid=1704
nakshatra:dhanishta,nakshatra_associated_deity,deity:brahma,brahma_vaivarta_purana_en,"page 261, lines 1058-1061","ha 
and Goloka, Lord Krisna is the Supreme Being Himself. 

14-21. AtGokula and inthe Goloka he is vested with two hands holding a 
flute and is the consort of Radha; whereas in the Vaikuntha he is ve",unknown,0.70,AUTO_EXPORT rid=1703
nakshatra:shravana,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 249, lines 1009-1012","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1699
nakshatra:mula,nakshatra_associated_deity,deity:soma,devi_bhagavata_en,"page 248, lines 1005-1008","grief and started to openly insult the great warrior. 


Arjuna used a special mantra to immediately attain Samyamani, the abode of 
Yamaraja, but he could not find the child. It was not even in the a",unknown,0.80,AUTO_EXPORT rid=1688
nakshatra:uttara_bhadrapada,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 163, lines 661-664","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1565
nakshatra:purva_phalguni,nakshatra_associated_deity,deity:ashwini,source:a80ecfcbf09c,"page 163, lines 661-664","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualiti",unknown,0.80,AUTO_EXPORT rid=1558
